node1,node2
run,manager
run,discretion
well,really
well,depend
well,manager
well,discretion
well,say
really,depend
really,manager
really,discretion
really,say
depend,manager
depend,discretion
depend,say
depend,spokesman
manager,discretion
manager,say
manager,spokesman
discretion,say
discretion,spokesman
say,spokesman
say,potential
spokesman,potential
spokesman,headache
spokesman,employer
potential,headache
potential,employer
potential,prospect
potential,empty
potential,office
headache,employer
headache,prospect
headache,empty
headache,office
headache,everyone
employer,prospect
employer,empty
employer,office
employer,everyone
employer,take
prospect,empty
prospect,office
prospect,everyone
prospect,take
prospect,day
empty,office
empty,everyone
empty,take
empty,day
empty,last
office,everyone
office,take
office,day
office,last
office,minute
everyone,take
everyone,day
everyone,last
everyone,minute
take,day
take,last
take,minute
day,last
day,minute
last,minute
minute,new
new,pay
new,sick
new,leave
new,ordinance
new,make
pay,sick
pay,leave
pay,ordinance
pay,make
pay,easier
sick,leave
sick,ordinance
sick,make
sick,easier
sick,people
leave,ordinance
leave,make
leave,easier
leave,people
leave,call
ordinance,make
ordinance,easier
ordinance,people
ordinance,call
ordinance,sick
make,easier
make,people
make,call
make,sick
make,eclipse
easier,people
easier,call
easier,sick
easier,eclipse
easier,fever
people,call
people,sick
people,eclipse
people,fever
people,law
call,sick
call,eclipse
call,fever
call,law
sick,eclipse
sick,fever
sick,law
sick,permit
eclipse,fever
eclipse,law
eclipse,permit
eclipse,employer
fever,law
fever,permit
fever,employer
fever,ask
law,permit
law,employer
law,ask
law,doctor
permit,employer
permit,ask
permit,doctor
permit,note
employer,ask
employer,doctor
employer,note
employer,absence
ask,doctor
ask,note
ask,absence
ask,last
doctor,note
doctor,absence
doctor,last
doctor,fewer
note,absence
note,last
note,fewer
note,three
note,day
absence,last
absence,fewer
absence,three
absence,day
last,fewer
last,three
last,day
fewer,three
fewer,day
three,day
three,say
day,say
day,unless
say,unless
say,worker
say,post
say,road
unless,worker
unless,post
unless,road
unless,trip
worker,post
worker,road
worker,trip
post,road
post,trip
post,employer
road,trip
road,employer
road,take
road,sick
trip,employer
trip,take
trip,sick
trip,day
employer,take
employer,sick
employer,day
employer,face
employer,value
take,sick
take,day
take,face
take,value
take,employer
sick,day
sick,face
sick,value
sick,employer
sick,reiterate
day,face
day,value
day,employer
day,reiterate
day,attendance
face,value
face,employer
face,reiterate
face,attendance
face,expectation
value,employer
value,reiterate
value,attendance
value,expectation
value,advance
employer,reiterate
employer,attendance
employer,expectation
employer,advance
employer,stooge
reiterate,attendance
reiterate,expectation
reiterate,advance
reiterate,stooge
reiterate,help
attendance,expectation
attendance,advance
attendance,stooge
attendance,help
attendance,set
expectation,advance
expectation,stooge
expectation,help
expectation,set
expectation,guideline
advance,stooge
advance,help
advance,set
advance,guideline
advance,allow
stooge,help
stooge,set
stooge,guideline
stooge,allow
stooge,employee
help,set
help,guideline
help,allow
help,employee
help,take
set,guideline
set,allow
set,employee
set,take
set,lunch
guideline,allow
guideline,employee
guideline,take
guideline,lunch
guideline,later
allow,employee
allow,take
allow,lunch
allow,later
allow,day
employee,take
employee,lunch
employee,later
employee,day
employee,prime
take,lunch
take,later
take,day
take,prime
take,eclipse
lunch,later
lunch,day
lunch,prime
lunch,eclipse
lunch,time
later,day
later,prime
later,eclipse
later,time
day,prime
day,eclipse
day,time
day,say
prime,eclipse
prime,time
prime,say
prime,employer
eclipse,time
eclipse,say
eclipse,employer
eclipse,flexible
time,say
time,employer
time,flexible
time,help
say,employer
say,flexible
say,help
say,morale
say,say
employer,flexible
employer,help
employer,morale
employer,say
flexible,help
flexible,morale
flexible,say
help,morale
help,say
morale,say
briefly,suspend
briefly,cynicism
briefly,earn
briefly,many
suspend,cynicism
suspend,earn
suspend,many
suspend,year
cynicism,earn
cynicism,many
cynicism,year
cynicism,quarterback
earn,many
earn,year
earn,quarterback
earn,relate
earn,incompetence
many,year
many,quarterback
many,relate
many,incompetence
many,consider
year,quarterback
year,relate
year,incompetence
year,consider
year,something
quarterback,relate
quarterback,incompetence
quarterback,consider
quarterback,something
quarterback,novel
relate,incompetence
relate,consider
relate,something
relate,novel
relate,current
incompetence,consider
incompetence,something
incompetence,novel
incompetence,current
incompetence,situation
consider,something
consider,novel
consider,current
consider,situation
consider,verge
something,novel
something,current
something,situation
something,verge
something,get
novel,current
novel,situation
novel,verge
novel,get
novel,right
current,situation
current,verge
current,get
current,right
current,pay
situation,verge
situation,get
situation,right
situation,pay
situation,attention
verge,get
verge,right
verge,pay
verge,attention
get,right
get,pay
get,attention
get,coach
right,pay
right,attention
right,coach
pay,attention
pay,coach
attention,coach
attention,say
coach,say
coach,better
coach,thing
say,better
say,thing
say,parse
say,sentence
say,lack
better,thing
better,parse
better,sentence
better,lack
better,sincerity
thing,parse
thing,sentence
thing,lack
thing,sincerity
thing,let
parse,sentence
parse,lack
parse,sincerity
parse,let
parse,alone
sentence,lack
sentence,sincerity
sentence,let
sentence,alone
sentence,syntax
lack,sincerity
lack,let
lack,alone
lack,syntax
sincerity,let
sincerity,alone
sincerity,syntax
let,alone
let,syntax
let,open
alone,syntax
alone,open
alone,door
syntax,open
syntax,door
syntax,quarterback
open,door
open,quarterback
open,start
door,quarterback
door,start
quarterback,start
quarterback,announce
start,announce
start,will
start,play
start,first
announce,will
announce,play
announce,first
announce,string
announce,offense
will,play
will,first
will,string
will,offense
play,first
play,string
play,offense
play,qualify
first,string
first,offense
first,qualify
first,progress
string,offense
string,qualify
string,progress
string,regardless
offense,qualify
offense,progress
offense,regardless
offense,hard
qualify,progress
qualify,regardless
qualify,hard
qualify,try
progress,regardless
progress,hard
progress,try
progress,publicly
regardless,hard
regardless,try
regardless,publicly
regardless,minimize
hard,try
hard,publicly
hard,minimize
hard,move
try,publicly
try,minimize
try,move
try,change
publicly,minimize
publicly,move
publicly,change
publicly,quarterback
minimize,move
minimize,change
minimize,quarterback
minimize,depth
move,change
move,quarterback
move,depth
move,chart
change,quarterback
change,depth
change,chart
change,assure
quarterback,depth
quarterback,chart
quarterback,assure
quarterback,everybody
depth,chart
depth,assure
depth,everybody
chart,assure
chart,everybody
chart,maybe
assure,everybody
assure,maybe
assure,nothing
assure,officially
everybody,maybe
everybody,nothing
everybody,officially
everybody,change
maybe,nothing
maybe,officially
maybe,change
maybe,quarterback
maybe,depth
nothing,officially
nothing,change
nothing,quarterback
nothing,depth
nothing,chart
officially,change
officially,quarterback
officially,depth
officially,chart
officially,impossible
change,quarterback
change,depth
change,chart
change,impossible
change,miss
quarterback,depth
quarterback,chart
quarterback,impossible
quarterback,miss
quarterback,change
depth,chart
depth,impossible
depth,miss
depth,change
depth,quarterback
chart,impossible
chart,miss
chart,change
chart,quarterback
chart,demeanor
impossible,miss
impossible,change
impossible,quarterback
impossible,demeanor
impossible,process
miss,change
miss,quarterback
miss,demeanor
miss,process
miss,news
change,quarterback
change,demeanor
change,process
change,news
quarterback,demeanor
quarterback,process
quarterback,news
quarterback,exude
demeanor,process
demeanor,news
demeanor,exude
demeanor,much
process,news
process,exude
process,much
process,confidence
news,exude
news,much
news,confidence
news,ever
exude,much
exude,confidence
exude,ever
exude,since
exude,arrive
much,confidence
much,ever
much,since
much,arrive
confidence,ever
confidence,since
confidence,arrive
ever,since
ever,arrive
since,arrive
since,shaky
arrive,shaky
arrive,incumbent
shaky,incumbent
shaky,little
shaky,diminish
shaky,awkwardness
shaky,situation
incumbent,little
incumbent,diminish
incumbent,awkwardness
incumbent,situation
incumbent,reporter
little,diminish
little,awkwardness
little,situation
little,reporter
diminish,awkwardness
diminish,situation
diminish,reporter
diminish,look
awkwardness,situation
awkwardness,reporter
awkwardness,look
situation,reporter
situation,look
situation,get
reporter,look
reporter,get
reporter,first
look,get
look,first
look,team
look,rep
get,first
get,team
get,rep
get,quarterback
get,competition
first,team
first,rep
first,quarterback
first,competition
first,now
team,rep
team,quarterback
team,competition
team,now
rep,quarterback
rep,competition
rep,now
rep,make
quarterback,competition
quarterback,now
quarterback,make
quarterback,guy
competition,now
competition,make
competition,guy
competition,town
now,make
now,guy
now,town
now,believe
make,guy
make,town
make,believe
make,competition
make,bring
guy,town
guy,believe
guy,competition
guy,bring
guy,best
town,believe
town,competition
town,bring
town,best
town,people
believe,competition
believe,bring
believe,best
believe,people
believe,ideally
competition,bring
competition,best
competition,people
competition,ideally
bring,best
bring,people
bring,ideally
bring,give
best,people
best,ideally
best,give
people,ideally
people,give
people,shot
ideally,give
ideally,shot
ideally,starter
give,shot
give,starter
give,will
give,push
shot,starter
shot,will
shot,push
shot,play
starter,will
starter,push
starter,play
starter,higher
will,push
will,play
will,higher
will,level
push,play
push,higher
push,level
push,far
play,higher
play,level
play,far
play,free
play,agent
higher,level
higher,far
higher,free
higher,agent
level,far
level,free
level,agent
level,sign
far,free
far,agent
far,sign
free,agent
free,sign
free,three
agent,sign
agent,three
agent,year
sign,three
sign,year
sign,million
three,year
three,million
three,contract
three,biggest
year,million
year,contract
year,biggest
year,disappointment
million,contract
million,biggest
million,disappointment
million,preseason
million,anybody
contract,biggest
contract,disappointment
contract,preseason
contract,anybody
contract,objectively
biggest,disappointment
biggest,preseason
biggest,anybody
biggest,objectively
biggest,evaluate
disappointment,preseason
disappointment,anybody
disappointment,objectively
disappointment,evaluate
disappointment,team
preseason,anybody
preseason,objectively
preseason,evaluate
preseason,team
preseason,one
anybody,objectively
anybody,evaluate
anybody,team
anybody,one
anybody,decent
objectively,evaluate
objectively,team
objectively,one
objectively,decent
objectively,scoring
evaluate,team
evaluate,one
evaluate,decent
evaluate,scoring
evaluate,drive
team,one
team,decent
team,scoring
team,drive
team,end
one,decent
one,scoring
one,drive
one,end
one,first
decent,scoring
decent,drive
decent,end
decent,first
decent,half
scoring,drive
scoring,end
scoring,first
scoring,half
drive,end
drive,first
drive,half
drive,hardly
end,first
end,half
end,hardly
end,erase
first,half
first,hardly
first,erase
first,memory
half,hardly
half,erase
half,memory
half,two
hardly,erase
hardly,memory
hardly,two
hardly,poorly
hardly,throw
erase,memory
erase,two
erase,poorly
erase,throw
erase,interception
memory,two
memory,poorly
memory,throw
memory,interception
memory,overall
two,poorly
two,throw
two,interception
two,overall
two,lack
poorly,throw
poorly,interception
poorly,overall
poorly,lack
poorly,mobility
throw,interception
throw,overall
throw,lack
throw,mobility
throw,command
interception,overall
interception,lack
interception,mobility
interception,command
interception,two
overall,lack
overall,mobility
overall,command
overall,two
overall,game
lack,mobility
lack,command
lack,two
lack,game
lack,anybody
mobility,command
mobility,two
mobility,game
mobility,anybody
mobility,wonder
command,two
command,game
command,anybody
command,wonder
command,root
two,game
two,anybody
two,wonder
two,root
game,anybody
game,wonder
game,root
game,hype
anybody,wonder
anybody,root
anybody,hype
anybody,come
wonder,root
wonder,hype
wonder,come
wonder,start
root,hype
root,come
root,start
root,look
hype,come
hype,start
hype,look
hype,pile
hype,incompletion
come,start
come,look
come,pile
come,incompletion
start,look
start,pile
start,incompletion
start,meet
look,pile
look,incompletion
look,meet
look,minimum
pile,incompletion
pile,meet
pile,minimum
pile,criterion
incompletion,meet
incompletion,minimum
incompletion,criterion
